key,team_a,team_b,city,matchday,revenue_usd_m
Qatar|UEFA Playoff A|Kansas City|2,Qatar,UEFA Playoff A,Kansas City,2,5.697
Qatar|UEFA Playoff B|Kansas City|2,Qatar,UEFA Playoff B,Kansas City,2,5.697
Qatar|UEFA Playoff C|Kansas City|2,Qatar,UEFA Playoff C,Kansas City,2,5.697
Qatar|UEFA Playoff D|Kansas City|2,Qatar,UEFA Playoff D,Kansas City,2,5.697
Egypt|Japan|Kansas City|3,Egypt,Japan,Kansas City,3,5.697
Scotland|Senegal|Kansas City|3,Scotland,Senegal,Kansas City,3,5.697
IR Iran|Tunisia|Kansas City|3,IR Iran,Tunisia,Kansas City,3,5.697
Korea Republic|Tunisia|Kansas City|3,Korea Republic,Tunisia,Kansas City,3,5.697
Ecuador|Tunisia|Kansas City|3,Ecuador,Tunisia,Kansas City,3,5.697
Cote d'Ivoire|Ecuador|Kansas City|3,Cote d'Ivoire,Ecuador,Kansas City,3,5.697
Egypt|Japan|Philadelphia|2,Egypt,Japan,Philadelphia,2,5.697
Scotland|Senegal|Philadelphia|2,Scotland,Senegal,Philadelphia,2,5.697
IR Iran|Tunisia|Philadelphia|2,IR Iran,Tunisia,Philadelphia,2,5.697
Korea Republic|Tunisia|Philadelphia|2,Korea Republic,Tunisia,Philadelphia,2,5.697
Ecuador|Tunisia|Philadelphia|2,Ecuador,Tunisia,Philadelphia,2,5.697
Cote d'Ivoire|Ecuador|Philadelphia|2,Cote d'Ivoire,Ecuador,Philadelphia,2,5.697
Croatia|Spain|Dallas|1,Croatia,Spain,Dallas,1,5.6968
Curacao|Scotland|Guadalajara|2,Curacao,Scotland,Guadalajara,2,5.695
Haiti|Scotland|Guadalajara|2,Haiti,Scotland,Guadalajara,2,5.695
New Zealand|Scotland|Guadalajara|2,New Zealand,Scotland,Guadalajara,2,5.695
Curacao|Scotland|Toronto|3,Curacao,Scotland,Toronto,3,5.695
Curacao|Scotland|Vancouver|3,Curacao,Scotland,Vancouver,3,5.695
Haiti|Scotland|Toronto|3,Haiti,Scotland,Toronto,3,5.695
Haiti|Scotland|Vancouver|3,Haiti,Scotland,Vancouver,3,5.695
New Zealand|Scotland|Toronto|3,New Zealand,Scotland,Toronto,3,5.695
New Zealand|Scotland|Vancouver|3,New Zealand,Scotland,Vancouver,3,5.695
Curacao|Scotland|Seattle|2,Curacao,Scotland,Seattle,2,5.695
Haiti|Scotland|Seattle|2,Haiti,Scotland,Seattle,2,5.695
New Zealand|Scotland|Seattle|2,New Zealand,Scotland,Seattle,2,5.695
Curacao|Scotland|Houston|3,Curacao,Scotland,Houston,3,5.695
Haiti|Scotland|Houston|3,Haiti,Scotland,Houston,3,5.695
New Zealand|Scotland|Houston|3,New Zealand,Scotland,Houston,3,5.695
Curacao|Scotland|Atlanta|3,Curacao,Scotland,Atlanta,3,5.695
Curacao|Scotland|Miami|3,Curacao,Scotland,Miami,3,5.695
Haiti|Scotland|Atlanta|3,Haiti,Scotland,Atlanta,3,5.695
Haiti|Scotland|Miami|3,Haiti,Scotland,Miami,3,5.695
New Zealand|Scotland|Atlanta|3,New Zealand,Scotland,Atlanta,3,5.695
New Zealand|Scotland|Miami|3,New Zealand,Scotland,Miami,3,5.695
Curacao|Scotland|Kansas City|2,Curacao,Scotland,Kansas City,2,5.695
Haiti|Scotland|Kansas City|2,Haiti,Scotland,Kansas City,2,5.695
New Zealand|Scotland|Kansas City|2,New Zealand,Scotland,Kansas City,2,5.695
Mexico|Saudi Arabia|Guadalajara|1,Mexico,Saudi Arabia,Guadalajara,1,5.6925
Morocco|Scotland|Toronto|1,Morocco,Scotland,Toronto,1,5.6925
Morocco|Scotland|Vancouver|1,Morocco,Scotland,Vancouver,1,5.6925
Switzerland|Tunisia|Toronto|1,Switzerland,Tunisia,Toronto,1,5.6925
Switzerland|Tunisia|Vancouver|1,Switzerland,Tunisia,Vancouver,1,5.6925
Japan|Tunisia|Toronto|1,Japan,Tunisia,Toronto,1,5.6925
Japan|Tunisia|Vancouver|1,Japan,Tunisia,Vancouver,1,5.6925
Cote d'Ivoire|Japan|Toronto|1,Cote d'Ivoire,Japan,Toronto,1,5.6925
Cote d'Ivoire|Japan|Vancouver|1,Cote d'Ivoire,Japan,Vancouver,1,5.6925
Senegal|Uzbekistan|Toronto|1,Senegal,Uzbekistan,Toronto,1,5.6925
Senegal|Uzbekistan|Vancouver|1,Senegal,Uzbekistan,Vancouver,1,5.6925
Ecuador|Saudi Arabia|Toronto|1,Ecuador,Saudi Arabia,Toronto,1,5.6925
Ecuador|Saudi Arabia|Vancouver|1,Ecuador,Saudi Arabia,Vancouver,1,5.6925
Tunisia|USA|Seattle|1,Tunisia,USA,Seattle,1,5.6925
Morocco|Scotland|Houston|1,Morocco,Scotland,Houston,1,5.6925
Switzerland|Tunisia|Houston|1,Switzerland,Tunisia,Houston,1,5.6925
Japan|Tunisia|Houston|1,Japan,Tunisia,Houston,1,5.6925
Cote d'Ivoire|Japan|Houston|1,Cote d'Ivoire,Japan,Houston,1,5.6925
Senegal|Uzbekistan|Houston|1,Senegal,Uzbekistan,Houston,1,5.6925
Ecuador|Saudi Arabia|Houston|1,Ecuador,Saudi Arabia,Houston,1,5.6925
Morocco|Scotland|Atlanta|1,Morocco,Scotland,Atlanta,1,5.6925
Morocco|Scotland|Miami|1,Morocco,Scotland,Miami,1,5.6925
Switzerland|Tunisia|Atlanta|1,Switzerland,Tunisia,Atlanta,1,5.6925
Switzerland|Tunisia|Miami|1,Switzerland,Tunisia,Miami,1,5.6925
Japan|Tunisia|Atlanta|1,Japan,Tunisia,Atlanta,1,5.6925
Japan|Tunisia|Miami|1,Japan,Tunisia,Miami,1,5.6925
Cote d'Ivoire|Japan|Atlanta|1,Cote d'Ivoire,Japan,Atlanta,1,5.6925
Cote d'Ivoire|Japan|Miami|1,Cote d'Ivoire,Japan,Miami,1,5.6925
Senegal|Uzbekistan|Atlanta|1,Senegal,Uzbekistan,Atlanta,1,5.6925
Senegal|Uzbekistan|Miami|1,Senegal,Uzbekistan,Miami,1,5.6925
Ecuador|Saudi Arabia|Atlanta|1,Ecuador,Saudi Arabia,Atlanta,1,5.6925
Ecuador|Saudi Arabia|Miami|1,Ecuador,Saudi Arabia,Miami,1,5.6925
Norway|Uruguay|Guadalajara|3,Norway,Uruguay,Guadalajara,3,5.6908
UEFA Playoff A|Uruguay|Toronto|2,UEFA Playoff A,Uruguay,Toronto,2,5.6908
UEFA Playoff A|Uruguay|Vancouver|2,UEFA Playoff A,Uruguay,Vancouver,2,5.6908
UEFA Playoff B|Uruguay|Toronto|2,UEFA Playoff B,Uruguay,Toronto,2,5.6908
UEFA Playoff B|Uruguay|Vancouver|2,UEFA Playoff B,Uruguay,Vancouver,2,5.6908
UEFA Playoff C|Uruguay|Toronto|2,UEFA Playoff C,Uruguay,Toronto,2,5.6908
UEFA Playoff C|Uruguay|Vancouver|2,UEFA Playoff C,Uruguay,Vancouver,2,5.6908
UEFA Playoff D|Uruguay|Toronto|2,UEFA Playoff D,Uruguay,Toronto,2,5.6908
UEFA Playoff D|Uruguay|Vancouver|2,UEFA Playoff D,Uruguay,Vancouver,2,5.6908
Norway|Uruguay|New York/NJ|2,Norway,Uruguay,New York/NJ,2,5.6908
Norway|Uruguay|Boston|2,Norway,Uruguay,Boston,2,5.6908
UEFA Playoff A|Uruguay|New York/NJ|3,UEFA Playoff A,Uruguay,New York/NJ,3,5.6908
UEFA Playoff A|Uruguay|Boston|3,UEFA Playoff A,Uruguay,Boston,3,5.6908
UEFA Playoff B|Uruguay|New York/NJ|3,UEFA Playoff B,Uruguay,New York/NJ,3,5.6908
UEFA Playoff B|Uruguay|Boston|3,UEFA Playoff B,Uruguay,Boston,3,5.6908
UEFA Playoff C|Uruguay|New York/NJ|3,UEFA Playoff C,Uruguay,New York/NJ,3,5.6908
UEFA Playoff C|Uruguay|Boston|3,UEFA Playoff C,Uruguay,Boston,3,5.6908
UEFA Playoff D|Uruguay|New York/NJ|3,UEFA Playoff D,Uruguay,New York/NJ,3,5.6908
UEFA Playoff D|Uruguay|Boston|3,UEFA Playoff D,Uruguay,Boston,3,5.6908
Norway|Uruguay|Seattle|3,Norway,Uruguay,Seattle,3,5.6908
UEFA Playoff A|Uruguay|Houston|2,UEFA Playoff A,Uruguay,Houston,2,5.6908
UEFA Playoff B|Uruguay|Houston|2,UEFA Playoff B,Uruguay,Houston,2,5.6908
UEFA Playoff C|Uruguay|Houston|2,UEFA Playoff C,Uruguay,Houston,2,5.6908
UEFA Playoff D|Uruguay|Houston|2,UEFA Playoff D,Uruguay,Houston,2,5.6908
UEFA Playoff A|Uruguay|Atlanta|2,UEFA Playoff A,Uruguay,Atlanta,2,5.6908
UEFA Playoff A|Uruguay|Miami|2,UEFA Playoff A,Uruguay,Miami,2,5.6908
UEFA Playoff B|Uruguay|Atlanta|2,UEFA Playoff B,Uruguay,Atlanta,2,5.6908
UEFA Playoff B|Uruguay|Miami|2,UEFA Playoff B,Uruguay,Miami,2,5.6908
UEFA Playoff C|Uruguay|Atlanta|2,UEFA Playoff C,Uruguay,Atlanta,2,5.6908
UEFA Playoff C|Uruguay|Miami|2,UEFA Playoff C,Uruguay,Miami,2,5.6908
UEFA Playoff D|Uruguay|Atlanta|2,UEFA Playoff D,Uruguay,Atlanta,2,5.6908
UEFA Playoff D|Uruguay|Miami|2,UEFA Playoff D,Uruguay,Miami,2,5.6908
Norway|Uruguay|Kansas City|2,Norway,Uruguay,Kansas City,2,5.6908
UEFA Playoff A|Uruguay|Kansas City|3,UEFA Playoff A,Uruguay,Kansas City,3,5.6908
UEFA Playoff B|Uruguay|Kansas City|3,UEFA Playoff B,Uruguay,Kansas City,3,5.6908
UEFA Playoff C|Uruguay|Kansas City|3,UEFA Playoff C,Uruguay,Kansas City,3,5.6908
UEFA Playoff D|Uruguay|Kansas City|3,UEFA Playoff D,Uruguay,Kansas City,3,5.6908
Norway|Uruguay|Kansas City|3,Norway,Uruguay,Kansas City,3,5.6908
Norway|Uruguay|Philadelphia|2,Norway,Uruguay,Philadelphia,2,5.6908
UEFA Playoff A|Uruguay|Philadelphia|3,UEFA Playoff A,Uruguay,Philadelphia,3,5.6908
UEFA Playoff B|Uruguay|Philadelphia|3,UEFA Playoff B,Uruguay,Philadelphia,3,5.6908
UEFA Playoff C|Uruguay|Philadelphia|3,UEFA Playoff C,Uruguay,Philadelphia,3,5.6908
UEFA Playoff D|Uruguay|Philadelphia|3,UEFA Playoff D,Uruguay,Philadelphia,3,5.6908
Panama|Uruguay|Toronto|1,Panama,Uruguay,Toronto,1,5.6891
Panama|Uruguay|Vancouver|1,Panama,Uruguay,Vancouver,1,5.6891
Panama|Uruguay|Houston|1,Panama,Uruguay,Houston,1,5.6891
Ghana|Paraguay|Dallas|1,Ghana,Paraguay,Dallas,1,5.6891
Panama|Uruguay|Atlanta|1,Panama,Uruguay,Atlanta,1,5.6891
Panama|Uruguay|Miami|1,Panama,Uruguay,Miami,1,5.6891
Cabo Verde|Panama|Dallas|2,Cabo Verde,Panama,Dallas,2,5.688
Ghana|Uzbekistan|New York/NJ|1,Ghana,Uzbekistan,New York/NJ,1,5.6875
Ghana|Uzbekistan|Boston|1,Ghana,Uzbekistan,Boston,1,5.6875
Ghana|Uzbekistan|Kansas City|1,Ghana,Uzbekistan,Kansas City,1,5.6875
Ghana|Uzbekistan|Philadelphia|1,Ghana,Uzbekistan,Philadelphia,1,5.6875
Jordan|Panama|Dallas|2,Jordan,Panama,Dallas,2,5.6867
Austria|Uzbekistan|Guadalajara|3,Austria,Uzbekistan,Guadalajara,3,5.6845
Austria|Uzbekistan|New York/NJ|2,Austria,Uzbekistan,New York/NJ,2,5.6845
Austria|Uzbekistan|Boston|2,Austria,Uzbekistan,Boston,2,5.6845
Austria|Uzbekistan|Seattle|3,Austria,Uzbekistan,Seattle,3,5.6845
Austria|Uzbekistan|Kansas City|2,Austria,Uzbekistan,Kansas City,2,5.6845
Austria|Uzbekistan|Kansas City|3,Austria,Uzbekistan,Kansas City,3,5.6845
Austria|Uzbekistan|Philadelphia|2,Austria,Uzbekistan,Philadelphia,2,5.6845
Jordan|Tunisia|Dallas|2,Jordan,Tunisia,Dallas,2,5.6833
South Africa|UEFA Playoff A|Dallas|1,South Africa,UEFA Playoff A,Dallas,1,5.6832
South Africa|UEFA Playoff B|Dallas|1,South Africa,UEFA Playoff B,Dallas,1,5.6832
South Africa|UEFA Playoff C|Dallas|1,South Africa,UEFA Playoff C,Dallas,1,5.6832
South Africa|UEFA Playoff D|Dallas|1,South Africa,UEFA Playoff D,Dallas,1,5.6832
Austria|Cote d'Ivoire|Guadalajara|3,Austria,Cote d'Ivoire,Guadalajara,3,5.6824
Austria|Cote d'Ivoire|New York/NJ|2,Austria,Cote d'Ivoire,New York/NJ,2,5.6824
Austria|Cote d'Ivoire|Boston|2,Austria,Cote d'Ivoire,Boston,2,5.6824
Austria|Cote d'Ivoire|Seattle|3,Austria,Cote d'Ivoire,Seattle,3,5.6824
Austria|Cote d'Ivoire|Kansas City|2,Austria,Cote d'Ivoire,Kansas City,2,5.6824
Austria|Cote d'Ivoire|Kansas City|3,Austria,Cote d'Ivoire,Kansas City,3,5.6824
Austria|Cote d'Ivoire|Philadelphia|2,Austria,Cote d'Ivoire,Philadelphia,2,5.6824
Saudi Arabia|UEFA Playoff A|Guadalajara|2,Saudi Arabia,UEFA Playoff A,Guadalajara,2,5.6817
Saudi Arabia|UEFA Playoff B|Guadalajara|2,Saudi Arabia,UEFA Playoff B,Guadalajara,2,5.6817
Saudi Arabia|UEFA Playoff C|Guadalajara|2,Saudi Arabia,UEFA Playoff C,Guadalajara,2,5.6817
Saudi Arabia|UEFA Playoff D|Guadalajara|2,Saudi Arabia,UEFA Playoff D,Guadalajara,2,5.6817
Cote d'Ivoire|IR Iran|Guadalajara|3,Cote d'Ivoire,IR Iran,Guadalajara,3,5.6817
Cote d'Ivoire|Korea Republic|Guadalajara|3,Cote d'Ivoire,Korea Republic,Guadalajara,3,5.6817
Saudi Arabia|UEFA Playoff A|Toronto|3,Saudi Arabia,UEFA Playoff A,Toronto,3,5.6817
Saudi Arabia|UEFA Playoff A|Vancouver|3,Saudi Arabia,UEFA Playoff A,Vancouver,3,5.6817
Saudi Arabia|UEFA Playoff B|Toronto|3,Saudi Arabia,UEFA Playoff B,Toronto,3,5.6817
Saudi Arabia|UEFA Playoff B|Vancouver|3,Saudi Arabia,UEFA Playoff B,Vancouver,3,5.6817
Saudi Arabia|UEFA Playoff C|Toronto|3,Saudi Arabia,UEFA Playoff C,Toronto,3,5.6817
Saudi Arabia|UEFA Playoff C|Vancouver|3,Saudi Arabia,UEFA Playoff C,Vancouver,3,5.6817
Saudi Arabia|UEFA Playoff D|Toronto|3,Saudi Arabia,UEFA Playoff D,Toronto,3,5.6817
Saudi Arabia|UEFA Playoff D|Vancouver|3,Saudi Arabia,UEFA Playoff D,Vancouver,3,5.6817
Cote d'Ivoire|IR Iran|New York/NJ|2,Cote d'Ivoire,IR Iran,New York/NJ,2,5.6817
Cote d'Ivoire|IR Iran|Boston|2,Cote d'Ivoire,IR Iran,Boston,2,5.6817
Cote d'Ivoire|Korea Republic|New York/NJ|2,Cote d'Ivoire,Korea Republic,New York/NJ,2,5.6817
Cote d'Ivoire|Korea Republic|Boston|2,Cote d'Ivoire,Korea Republic,Boston,2,5.6817
Saudi Arabia|UEFA Playoff A|Seattle|2,Saudi Arabia,UEFA Playoff A,Seattle,2,5.6817
Saudi Arabia|UEFA Playoff B|Seattle|2,Saudi Arabia,UEFA Playoff B,Seattle,2,5.6817
Saudi Arabia|UEFA Playoff C|Seattle|2,Saudi Arabia,UEFA Playoff C,Seattle,2,5.6817
Saudi Arabia|UEFA Playoff D|Seattle|2,Saudi Arabia,UEFA Playoff D,Seattle,2,5.6817
Cote d'Ivoire|IR Iran|Seattle|3,Cote d'Ivoire,IR Iran,Seattle,3,5.6817
Cote d'Ivoire|Korea Republic|Seattle|3,Cote d'Ivoire,Korea Republic,Seattle,3,5.6817
Saudi Arabia|UEFA Playoff A|Houston|3,Saudi Arabia,UEFA Playoff A,Houston,3,5.6817
Saudi Arabia|UEFA Playoff B|Houston|3,Saudi Arabia,UEFA Playoff B,Houston,3,5.6817
Saudi Arabia|UEFA Playoff C|Houston|3,Saudi Arabia,UEFA Playoff C,Houston,3,5.6817
Saudi Arabia|UEFA Playoff D|Houston|3,Saudi Arabia,UEFA Playoff D,Houston,3,5.6817
Saudi Arabia|UEFA Playoff A|Atlanta|3,Saudi Arabia,UEFA Playoff A,Atlanta,3,5.6817
Saudi Arabia|UEFA Playoff A|Miami|3,Saudi Arabia,UEFA Playoff A,Miami,3,5.6817
Saudi Arabia|UEFA Playoff B|Atlanta|3,Saudi Arabia,UEFA Playoff B,Atlanta,3,5.6817
Saudi Arabia|UEFA Playoff B|Miami|3,Saudi Arabia,UEFA Playoff B,Miami,3,5.6817
Saudi Arabia|UEFA Playoff C|Atlanta|3,Saudi Arabia,UEFA Playoff C,Atlanta,3,5.6817
Saudi Arabia|UEFA Playoff C|Miami|3,Saudi Arabia,UEFA Playoff C,Miami,3,5.6817
Saudi Arabia|UEFA Playoff D|Atlanta|3,Saudi Arabia,UEFA Playoff D,Atlanta,3,5.6817
Saudi Arabia|UEFA Playoff D|Miami|3,Saudi Arabia,UEFA Playoff D,Miami,3,5.6817
Cote d'Ivoire|IR Iran|Kansas City|2,Cote d'Ivoire,IR Iran,Kansas City,2,5.6817
Cote d'Ivoire|Korea Republic|Kansas City|2,Cote d'Ivoire,Korea Republic,Kansas City,2,5.6817
Saudi Arabia|UEFA Playoff A|Kansas City|2,Saudi Arabia,UEFA Playoff A,Kansas City,2,5.6817
Saudi Arabia|UEFA Playoff B|Kansas City|2,Saudi Arabia,UEFA Playoff B,Kansas City,2,5.6817
Saudi Arabia|UEFA Playoff C|Kansas City|2,Saudi Arabia,UEFA Playoff C,Kansas City,2,5.6817
Saudi Arabia|UEFA Playoff D|Kansas City|2,Saudi Arabia,UEFA Playoff D,Kansas City,2,5.6817
Cote d'Ivoire|IR Iran|Kansas City|3,Cote d'Ivoire,IR Iran,Kansas City,3,5.6817
Cote d'Ivoire|Korea Republic|Kansas City|3,Cote d'Ivoire,Korea Republic,Kansas City,3,5.6817
Cote d'Ivoire|IR Iran|Philadelphia|2,Cote d'Ivoire,IR Iran,Philadelphia,2,5.6817
Cote d'Ivoire|Korea Republic|Philadelphia|2,Cote d'Ivoire,Korea Republic,Philadelphia,2,5.6817
Argentina|Ghana|Monterrey|2,Argentina,Ghana,Monterrey,2,5.681
Argentina|Curacao|Monterrey|2,Argentina,Curacao,Monterrey,2,5.681
Argentina|Haiti|Monterrey|2,Argentina,Haiti,Monterrey,2,5.681
Argentina|New Zealand|Monterrey|2,Argentina,New Zealand,Monterrey,2,5.681
Canada|Uruguay|Toronto|3,Canada,Uruguay,Toronto,3,5.6806
Canada|Uruguay|Vancouver|3,Canada,Uruguay,Vancouver,3,5.6806
Croatia|Norway|Guadalajara|3,Croatia,Norway,Guadalajara,3,5.6797
Japan|Panama|Guadalajara|3,Japan,Panama,Guadalajara,3,5.6797
Croatia|UEFA Playoff A|Toronto|2,Croatia,UEFA Playoff A,Toronto,2,5.6797
Croatia|UEFA Playoff A|Vancouver|2,Croatia,UEFA Playoff A,Vancouver,2,5.6797
Croatia|UEFA Playoff B|Toronto|2,Croatia,UEFA Playoff B,Toronto,2,5.6797
Croatia|UEFA Playoff B|Vancouver|2,Croatia,UEFA Playoff B,Vancouver,2,5.6797
Croatia|UEFA Playoff C|Toronto|2,Croatia,UEFA Playoff C,Toronto,2,5.6797
Croatia|UEFA Playoff C|Vancouver|2,Croatia,UEFA Playoff C,Vancouver,2,5.6797
Croatia|UEFA Playoff D|Toronto|2,Croatia,UEFA Playoff D,Toronto,2,5.6797
Croatia|UEFA Playoff D|Vancouver|2,Croatia,UEFA Playoff D,Vancouver,2,5.6797
Canada|Morocco|Toronto|3,Canada,Morocco,Toronto,3,5.6797
Canada|Morocco|Vancouver|3,Canada,Morocco,Vancouver,3,5.6797
Croatia|Norway|New York/NJ|2,Croatia,Norway,New York/NJ,2,5.6797
Croatia|Norway|Boston|2,Croatia,Norway,Boston,2,5.6797
Japan|Panama|New York/NJ|2,Japan,Panama,New York/NJ,2,5.6797
Japan|Panama|Boston|2,Japan,Panama,Boston,2,5.6797
Croatia|UEFA Playoff A|New York/NJ|3,Croatia,UEFA Playoff A,New York/NJ,3,5.6797
Croatia|UEFA Playoff A|Boston|3,Croatia,UEFA Playoff A,Boston,3,5.6797
Croatia|UEFA Playoff B|New York/NJ|3,Croatia,UEFA Playoff B,New York/NJ,3,5.6797
Croatia|UEFA Playoff B|Boston|3,Croatia,UEFA Playoff B,Boston,3,5.6797
Croatia|UEFA Playoff C|New York/NJ|3,Croatia,UEFA Playoff C,New York/NJ,3,5.6797
Croatia|UEFA Playoff C|Boston|3,Croatia,UEFA Playoff C,Boston,3,5.6797
Croatia|UEFA Playoff D|New York/NJ|3,Croatia,UEFA Playoff D,New York/NJ,3,5.6797
Croatia|UEFA Playoff D|Boston|3,Croatia,UEFA Playoff D,Boston,3,5.6797
Croatia|Norway|Seattle|3,Croatia,Norway,Seattle,3,5.6797
Japan|Panama|Seattle|3,Japan,Panama,Seattle,3,5.6797
Croatia|UEFA Playoff A|Houston|2,Croatia,UEFA Playoff A,Houston,2,5.6797
Croatia|UEFA Playoff B|Houston|2,Croatia,UEFA Playoff B,Houston,2,5.6797
Croatia|UEFA Playoff C|Houston|2,Croatia,UEFA Playoff C,Houston,2,5.6797
Croatia|UEFA Playoff D|Houston|2,Croatia,UEFA Playoff D,Houston,2,5.6797
England|Morocco|Houston|3,England,Morocco,Houston,3,5.6797
England|Morocco|Toronto|3,England,Morocco,Toronto,3,5.6797
Colombia|England|Houston|3,Colombia,England,Houston,3,5.6797
Colombia|England|Toronto|3,Colombia,England,Toronto,3,5.6797
Japan|Portugal|Houston|3,Japan,Portugal,Houston,3,5.6797
Japan|Portugal|Toronto|3,Japan,Portugal,Toronto,3,5.6797
Belgium|IR Iran|Houston|3,Belgium,IR Iran,Houston,3,5.6797
Belgium|IR Iran|Toronto|3,Belgium,IR Iran,Toronto,3,5.6797
Belgium|Korea Republic|Houston|3,Belgium,Korea Republic,Houston,3,5.6797
Belgium|Korea Republic|Toronto|3,Belgium,Korea Republic,Toronto,3,5.6797
Belgium|Ecuador|Houston|3,Belgium,Ecuador,Houston,3,5.6797
Belgium|Ecuador|Toronto|3,Belgium,Ecuador,Toronto,3,5.6797
Austria|Belgium|Houston|3,Austria,Belgium,Houston,3,5.6797
Austria|Belgium|Toronto|3,Austria,Belgium,Toronto,3,5.6797
Germany|IR Iran|Houston|3,Germany,IR Iran,Houston,3,5.6797
Germany|IR Iran|Toronto|3,Germany,IR Iran,Toronto,3,5.6797
Germany|Korea Republic|Houston|3,Germany,Korea Republic,Houston,3,5.6797
Germany|Korea Republic|Toronto|3,Germany,Korea Republic,Toronto,3,5.6797
Ecuador|Germany|Houston|3,Ecuador,Germany,Houston,3,5.6797
Ecuador|Germany|Toronto|3,Ecuador,Germany,Toronto,3,5.6797
England|Morocco|Seattle|2,England,Morocco,Seattle,2,5.6797
Colombia|England|Seattle|2,Colombia,England,Seattle,2,5.6797
Japan|Portugal|Seattle|2,Japan,Portugal,Seattle,2,5.6797
Belgium|IR Iran|Seattle|2,Belgium,IR Iran,Seattle,2,5.6797
Belgium|Korea Republic|Seattle|2,Belgium,Korea Republic,Seattle,2,5.6797
Belgium|Ecuador|Seattle|2,Belgium,Ecuador,Seattle,2,5.6797
Austria|Belgium|Seattle|2,Austria,Belgium,Seattle,2,5.6797
Germany|IR Iran|Seattle|2,Germany,IR Iran,Seattle,2,5.6797
Germany|Korea Republic|Seattle|2,Germany,Korea Republic,Seattle,2,5.6797
Ecuador|Germany|Seattle|2,Ecuador,Germany,Seattle,2,5.6797
Croatia|UEFA Playoff A|Atlanta|2,Croatia,UEFA Playoff A,Atlanta,2,5.6797
Croatia|UEFA Playoff A|Miami|2,Croatia,UEFA Playoff A,Miami,2,5.6797
Croatia|UEFA Playoff B|Atlanta|2,Croatia,UEFA Playoff B,Atlanta,2,5.6797
Croatia|UEFA Playoff B|Miami|2,Croatia,UEFA Playoff B,Miami,2,5.6797
Croatia|UEFA Playoff C|Atlanta|2,Croatia,UEFA Playoff C,Atlanta,2,5.6797
Croatia|UEFA Playoff C|Miami|2,Croatia,UEFA Playoff C,Miami,2,5.6797
Croatia|UEFA Playoff D|Atlanta|2,Croatia,UEFA Playoff D,Atlanta,2,5.6797
Croatia|UEFA Playoff D|Miami|2,Croatia,UEFA Playoff D,Miami,2,5.6797
England|Morocco|Atlanta|3,England,Morocco,Atlanta,3,5.6797
England|Morocco|Miami|3,England,Morocco,Miami,3,5.6797
Colombia|England|Atlanta|3,Colombia,England,Atlanta,3,5.6797
Colombia|England|Miami|3,Colombia,England,Miami,3,5.6797
Japan|Portugal|Atlanta|3,Japan,Portugal,Atlanta,3,5.6797
Japan|Portugal|Miami|3,Japan,Portugal,Miami,3,5.6797
Belgium|IR Iran|Atlanta|3,Belgium,IR Iran,Atlanta,3,5.6797
Belgium|IR Iran|Miami|3,Belgium,IR Iran,Miami,3,5.6797
Belgium|Korea Republic|Atlanta|3,Belgium,Korea Republic,Atlanta,3,5.6797
Belgium|Korea Republic|Miami|3,Belgium,Korea Republic,Miami,3,5.6797
Belgium|Ecuador|Atlanta|3,Belgium,Ecuador,Atlanta,3,5.6797
Belgium|Ecuador|Miami|3,Belgium,Ecuador,Miami,3,5.6797
Austria|Belgium|Atlanta|3,Austria,Belgium,Atlanta,3,5.6797
Austria|Belgium|Miami|3,Austria,Belgium,Miami,3,5.6797
Germany|IR Iran|Atlanta|3,Germany,IR Iran,Atlanta,3,5.6797
Germany|IR Iran|Miami|3,Germany,IR Iran,Miami,3,5.6797
Germany|Korea Republic|Atlanta|3,Germany,Korea Republic,Atlanta,3,5.6797
Germany|Korea Republic|Miami|3,Germany,Korea Republic,Miami,3,5.6797
Ecuador|Germany|Atlanta|3,Ecuador,Germany,Atlanta,3,5.6797
Ecuador|Germany|Miami|3,Ecuador,Germany,Miami,3,5.6797
Croatia|Norway|Kansas City|2,Croatia,Norway,Kansas City,2,5.6797
Japan|Panama|Kansas City|2,Japan,Panama,Kansas City,2,5.6797
Croatia|UEFA Playoff A|Kansas City|3,Croatia,UEFA Playoff A,Kansas City,3,5.6797
Croatia|UEFA Playoff B|Kansas City|3,Croatia,UEFA Playoff B,Kansas City,3,5.6797
Croatia|UEFA Playoff C|Kansas City|3,Croatia,UEFA Playoff C,Kansas City,3,5.6797
Croatia|UEFA Playoff D|Kansas City|3,Croatia,UEFA Playoff D,Kansas City,3,5.6797
England|Morocco|Kansas City|2,England,Morocco,Kansas City,2,5.6797
Colombia|England|Kansas City|2,Colombia,England,Kansas City,2,5.6797
Japan|Portugal|Kansas City|2,Japan,Portugal,Kansas City,2,5.6797
Belgium|IR Iran|Kansas City|2,Belgium,IR Iran,Kansas City,2,5.6797
Belgium|Korea Republic|Kansas City|2,Belgium,Korea Republic,Kansas City,2,5.6797
Belgium|Ecuador|Kansas City|2,Belgium,Ecuador,Kansas City,2,5.6797
Austria|Belgium|Kansas City|2,Austria,Belgium,Kansas City,2,5.6797
Germany|IR Iran|Kansas City|2,Germany,IR Iran,Kansas City,2,5.6797
Germany|Korea Republic|Kansas City|2,Germany,Korea Republic,Kansas City,2,5.6797
Ecuador|Germany|Kansas City|2,Ecuador,Germany,Kansas City,2,5.6797
Croatia|Norway|Kansas City|3,Croatia,Norway,Kansas City,3,5.6797
